2021-11-24 02:40:18,321 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-11-24 02:40:18,350 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-11-24 02:40:18,352 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-11-24 02:40:18,352 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-11-24 02:40:18,354 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-11-24 02:40:18,355 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-11-24 02:40:18,356 INFO  SwAddin.cs: 201 - Setting up command manager
2021-11-24 02:40:18,357 INFO  SwAddin.cs: 204 - Adding command manager
2021-11-24 02:40:18,360 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-11-24 02:40:18,361 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-11-24 02:40:18,362 INFO  SwAddin.cs: 210 - Adding event handlers
2021-11-24 02:40:18,365 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-11-24 02:46:40,165 INFO  SwAddin.cs: 294 - Assembly export called for file cyber_knife_assem_v1
2021-11-24 02:46:41,807 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-24 02:46:42,198 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-24 02:46:42,212 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cyber_knife_assem_v1
2021-11-24 02:46:42,217 INFO  ExportHelperExtension.cs: 1136 - Found 41 in cyber_knife_assem_v1
2021-11-24 02:46:42,218 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in cyber_knife_assem_v1
2021-11-24 02:46:42,218 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-24 02:46:42,219 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-11-24 02:46:42,220 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from lower_arm_1-1
2021-11-24 02:46:42,221 INFO  ExportHelperExtension.cs: 1136 - Found 64 in lower_arm_1-1
2021-11-24 02:46:42,222 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in lower_arm_1-1
2021-11-24 02:46:42,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_1-1
2021-11-24 02:46:42,223 INFO  ExportHelperExtension.cs: 1136 - Found 39 in base_1-1
2021-11-24 02:46:42,223 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_1-1
2021-11-24 02:46:42,224 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from upper_arm_1-1
2021-11-24 02:46:42,224 INFO  ExportHelperExtension.cs: 1136 - Found 63 in upper_arm_1-1
2021-11-24 02:46:42,225 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in upper_arm_1-1
2021-11-24 02:46:42,225 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from end_effector_v1-1
2021-11-24 02:46:42,226 INFO  ExportHelperExtension.cs: 1136 - Found 30 in end_effector_v1-1
2021-11-24 02:46:42,226 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in end_effector_v1-1
2021-11-24 02:46:42,227 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Body_1-1
2021-11-24 02:46:42,228 INFO  ExportHelperExtension.cs: 1136 - Found 200 in Body_1-1
2021-11-24 02:46:42,229 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Body_1-1
2021-11-24 02:46:42,229 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wrist1-1
2021-11-24 02:46:42,230 INFO  ExportHelperExtension.cs: 1136 - Found 58 in wrist1-1
2021-11-24 02:46:42,231 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wrist1-1
2021-11-24 02:46:42,231 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wrist2-1
2021-11-24 02:46:42,232 INFO  ExportHelperExtension.cs: 1136 - Found 62 in wrist2-1
2021-11-24 02:46:42,232 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wrist2-1
2021-11-24 02:46:42,233 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cyber_knife_assem_v1
2021-11-24 02:46:42,233 INFO  ExportHelperExtension.cs: 1136 - Found 41 in cyber_knife_assem_v1
2021-11-24 02:46:42,234 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in cyber_knife_assem_v1
2021-11-24 02:46:42,234 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-24 02:46:42,235 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2021-11-24 02:46:42,235 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from lower_arm_1-1
2021-11-24 02:46:42,235 INFO  ExportHelperExtension.cs: 1136 - Found 64 in lower_arm_1-1
2021-11-24 02:46:42,236 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in lower_arm_1-1
2021-11-24 02:46:42,236 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_1-1
2021-11-24 02:46:42,237 INFO  ExportHelperExtension.cs: 1136 - Found 39 in base_1-1
2021-11-24 02:46:42,237 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_1-1
2021-11-24 02:46:42,238 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from upper_arm_1-1
2021-11-24 02:46:42,287 INFO  ExportHelperExtension.cs: 1136 - Found 63 in upper_arm_1-1
2021-11-24 02:46:42,289 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in upper_arm_1-1
2021-11-24 02:46:42,289 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from end_effector_v1-1
2021-11-24 02:46:42,290 INFO  ExportHelperExtension.cs: 1136 - Found 30 in end_effector_v1-1
2021-11-24 02:46:42,290 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in end_effector_v1-1
2021-11-24 02:46:42,291 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Body_1-1
2021-11-24 02:46:42,292 INFO  ExportHelperExtension.cs: 1136 - Found 200 in Body_1-1
